city,total_orders,total_revenue
BHIWAPUR,1,788.0
Shravasti,1,788.0
Mulanthuruthy,1,788.0
"Thane west ,Majiwade",1,788.0
Arnod,1,788.0
brahmapur,1,788.0
GANAPAVARAM,1,788.0
"Dombivli (East), Thane",1,788.0
Anta city,1,788.0
Dehri,1,788.0
"ULLAL, deralakatte",1,788.0
BALIAPUR,1,788.0
DehraDun,1,788.0
"Santacruz east, Mumbai",1,788.0
"Pimpri Chinchwad, Pune",1,788.0
NEW DELHI-110008,1,788.0
"NERAL east, karjat raigad",1,788.0
"Kharar, Mohali",1,788.0
Motbung,1,788.0
Mohopada,1,788.0
BOMDILA,1,788.0
PADMAPUR,1,788.0
DOGACHHIA BARDDHAMAN DISTRICT,1,788.0
CHERANMADEVI,1,788.0
Vasai west,1,788.0
"Andoorkonam, Trivandrum",2,788.0
Andul near maya stores,1,788.0
Mekkamandabam,1,788.0
"GHAZIABAD,Sahibabad",1,788.0
JALAUN,1,788.0
"Kidderpore, Kolkata,",1,788.0
BHILAI  490020,1,788.0
CHENNAI 42,1,788.0
Kalimpong,1,788.0
"LEH, alt no 9419844047",1,788.0
"ADIPUR, GANDHIDHAM",1,787.0
"Perumanallur, tirupur",2,787.0
honnavar,1,787.0
"Udumalpet, tirupur",2,787.0
"Borivali (W), MUMBAI",1,786.0
SANCOALE,1,786.0
Soreng  west sikkim,2,786.0
AVINISSERY,2,786.0
Indapur,1,786.0
IMPHAL Town,1,786.0
VIKRAMGAD,1,786.0
"VINDHYA NAGAR NTPC TOWNSHIP, Singrauli district",1,786.0
"Sector 53, Golf Course Road, Gurugram",1,785.71
NEW TOWN/ Kolkata,2,785.0
APIIC TADA,2,784.0
Kolkata 700050,1,783.0
"Gopiganj  ,bhadohi",1,782.0
Azhiyur,1,782.0
MALLUR,2,781.0
NADSAL,2,781.0
VADUJ,2,781.0
PIARINAGAR,2,779.0
Ulhasnagar 4,2,779.0
GADARWARA Narsinghpur,2,779.0
"NALLEPILLY P.O , PALAKKAD DT",2,779.0
Kaikamba,2,778.0
GOOTY,2,778.0
ambala city,1,777.0
Fatehpur Fatehpur District,1,777.0
kurnool,1,777.0
Phoolpur,1,777.0
"Shikrapur, Pune",1,777.0
"BANJARA HILLS ,HYDERABAD",1,777.0
"Kompally, Hyderabad",2,777.0
Chunchale Tal Chopda Dis Jalgaon,1,776.0
BANSWADA,2,776.0
TALEGAON dabhade,2,776.0
Hubballi,2,775.0
WAGHAI,1,775.0
PETHANAICKENPALAYAM,2,775.0
NEW DELHIlhi,1,775.0
Narsinghpur,1,774.0
ujjain,2,774.0
Kalpetta,1,774.0
GUDLURU,2,774.0
bhiwadi,1,774.0
"NAI BAZAR ,Bhadohi",2,774.0
DONAKONDA,2,772.0
BHARATGANJ,1,772.0
"Nagamangla taluk,mandya district",1,771.0
"Baner,pune",1,771.0
Bargur,1,771.0
"Kolazhy P.O, Thrissur",1,771.0
BHILAI nagar,1,771.0
Perla town,1,771.0
Pimpri Pune,1,771.0
RAWALSAR,1,771.0
"Rallaguda bridge, besides mallikarjuna marbles and",1,771.0
pallikunnu (p O),1,771.0
Edathala,1,771.0
Jarwa road tulsipur,1,771.0
NEW DELHIDelhi,1,771.0
"Ecil,hyderabad",1,771.0
Trikaripur,1,771.0
Ranni,1,771.0
Kukatpally,1,771.0
Aluva2,1,771.0
Kanhangad,1,771.0
PANANGAD THRISSUR DISTRICT,1,771.0
"ZIRAKPUR,MOHALI",1,771.0
Namchi South sikkim,1,771.0
Kasba,1,771.0
"SHIRUR KASAR, bid",1,771.0
"Kavali,Nellore Dt",1,771.0
MUMBAI 400066,1,771.0
BHUBANESWARB,1,771.0
MUHAMMA,1,771.0
Digboi,1,771.0
"Uttan, THANE",1,771.0
Kottayam Dist,1,771.0
Hejamadi,1,771.0
SARANGARH,1,771.0
ROHTAS,1,771.0
Jeypur,1,771.0
KHARIJAPIKON,1,771.0
Ponkunnam (kottayam),1,771.0
SEKMAI BAZAR,1,771.0
Ulhasnagar.Mumbai,1,771.0
chandiagarh,1,771.0
"Rajagiri Valley P O, Kakkanad",1,771.0
IFFCO CENSUS VILLAGE,1,771.0
PANSEMAL,1,771.0
"PASUR,Erode",1,771.0
PortBlair,1,771.0
HALDAUR,1,771.0
saravanampatticoimbatore.,1,771.0
Hirekerur,1,771.0
Margao Salcete,1,771.0
CHITTOOR district,1,771.0
KHAGA,1,771.0
"Tarnaka, Hyderabad",1,771.0
"ADOOR, vaddakkedathu cavu",1,771.0
Mehgaon,1,771.0
"Mayuri Nagar, miyapur",1,771.0
Bhoranj,1,771.0
GIDI,1,771.0
"Kaloor, KOCHI",1,771.0
SAMANA,1,771.0
"Kakkodi, kozhikode",1,771.0
"Malkajgiri, Hyderabad",1,771.0
kannauj,1,771.0
JAGADHRI,1,771.0
Thuckalay p.o,1,771.0
CHEGUNTA,1,771.0
kottaym,1,771.0
Churhat,1,771.0
Mahad,1,771.0
"Maachavaram, Piduguralla",1,771.0
"Wakad,Pune",1,771.0
Kalyan East-421306,1,771.0
Halashi,1,771.0
BOKO,1,771.0
"POOTHAKKULAM,PARIPPALLY",1,771.0
baram,1,771.0
CHALLAKERE,1,771.0
Aluva 6,1,771.0
Badgam,1,771.0
Near District Jail,1,771.0
Nayathod angamaly,1,771.0
Navasari,1,771.0
University,1,771.0
KASRAWAD,1,771.0
Nandhaluru,1,771.0
Doimukh,1,771.0
sulthan batheri,1,771.0
sriperumbudur,1,771.0
angamalay,1,771.0
JAIJAIPUR,1,771.0
Mira Road.....,1,771.0
"Miyapur ,hyderabad",1,771.0
Ampati,1,771.0
Karad,1,771.0
Kannyakumari,1,771.0
DAVANGERE,1,771.0
Satara MIDC,1,771.0
BOKARO THERMAL,1,771.0
Dhemaji,1,771.0
KOLKATA 53,1,764.0
"HABIBPUR,BHAGALPUR",1,764.0
PERIYA,1,764.0
kullu,1,764.0
BOKARO,1,764.0
"Sainik School, THIRUVANANTHAPURAM DISTRICT",1,764.0
SINGUR,1,764.0
PAMPAKUDA VIA,2,764.0
Sujanpur,1,764.0
JAMAKHANDI,1,764.0
Santa Cruz mumbai,1,764.0
Secendrabad,1,764.0
"Chhata , Mathura",1,763.0
Kollengode Palakkad,1,763.0
"VARAM, KANNUR",1,763.0
Mukkom,2,763.0
Madipakam CHENNAI,3,763.0
Siwan,2,762.0
edapally north po,1,761.0
Rajgangpur,1,761.0
Hingna/Nagpur,1,761.0
"Vizhinjam, Trivandrum",1,760.95
Borivali East,1,760.95
PEDAPADU Mandal,1,760.0
SAMUDRAPUR,2,760.0
ELLORA,2,760.0
Atkot,1,759.0
Pulgaon,1,759.0
RUPBAS,1,759.0
BHOLAR DABRI,1,759.0
CHIK BALLAPUR,1,759.0
KULADA,1,759.0
AVADI,1,759.0
KOLAYAT,1,759.0
TIRODI,1,759.0
Keshod,1,759.0
TIKARI,1,759.0
Khatima,1,759.0
Prakasam district,1,759.0
SIHOR,2,759.0
Saidabad allahabad,1,759.0
Kochi ernakulam,1,759.0
Guntur district,1,759.0
LANJIGARH,2,759.0
"BELA, PRATAPGARH",1,759.0
Hanmakonda,1,759.0
EGARKUNR,1,759.0
Rae Bareli,1,759.0
Chikballapur,1,759.0
"Thirugokarnam, Pudukkottai",1,759.0
HINDAUN city,1,759.0
CHHIPABAROD,1,759.0
SIKTA,1,759.0
SANDILA,1,759.0
JAWALAMUKHI,1,759.0
BONAIGARH,1,759.0
NAGOD,1,759.0
Kumarkhand,1,759.0
CHHABRA,1,759.0
Aurangbad,1,759.0
"Aundh, PUNE",1,759.0
"BHUSAWAL,",1,759.0
Vishakhapatnam,1,759.0
HAVELI,1,759.0
Gajraula,1,759.0
Rampura phul,1,759.0
KARANJA Lad,1,759.0
GIRD BARAGAON,1,759.0
HOWRAH 711102,1,759.0
KARAIKKUDI SIVAGANGAI,1,759.0
GARBETA,1,759.0
Madanapalli Chittoor,1,759.0
Supane,1,759.0
Arwal,1,759.0
"Dwarka, New Delhi",1,758.0
THALLAREVU,1,758.0
Gautam budh nagar,1,758.0
"Goregaon west, Mumbai",1,758.0
Jengjal waribok,1,758.0
Titilagarh,1,758.0
"Ramapuram, pala, Kottayam",1,758.0
"Pala, Kottayam",1,758.0
KUTTANAD,1,758.0
PASCHIM MEDINIPUR,2,756.0
MEHMDABAD,2,755.5799999999999
HOWRAH 711112,2,755.0
"dibiyapur,Auraiya",2,754.0
ATRU,1,754.0
Thiruvarur,2,754.0
Sheikhpura,1,754.0
BENGALURU-560085,2,754.0
Kanchipadi,2,754.0
guntakal,1,754.0
VICARABAD,2,752.0
Saganer,2,752.0
"NAVI MUMBAI, village,JASKHAR URAN RAIGAD",2,752.0
thiruvananthapuram,2,752.0
ALANGAYAM,1,752.0
DEVAKOTTAI,1,752.0
Cheruthuruthi,2,752.0
DHANWAR,2,752.0
"Ulwe, NAVI MUMBAI",2,752.0
Methermia,1,751.0
lonavala,1,751.0
Sirka,1,751.0
Melmaruvathur,1,751.0
"sudarsan nagar, madambakkam",1,751.0
Dombivli-E,1,751.0
PANCH MAHALS,1,751.0
AMBARNATH West,1,751.0
Ripponpete,1,751.0
KOLKATA- 700031,1,751.0
bangalore north vidyaranyapura post,1,751.0
"Badlapur, Jaunpur",1,750.48
ALAPPUZHA District,1,750.48
Nellyadi,1,750.48
HYDERABAD-500018,1,750.0
Sonbarsa,2,749.71
KAPTANGANJ.  Kushinagar,1,749.0
Kodagu Dist,1,749.0
West Champaran,1,749.0
ELURU -2,1,749.0
BHUSHAN STEEL PLANT MERAMANDALI TOWNSHIP,1,749.0
VEERAPPANCHATIRAM,1,749.0
KALIACHAK,1,749.0
Alto Dabolim,1,749.0
BHOJPUR,1,749.0
BHOGAON,2,748.0
ALOT,2,747.76
SATPULI,1,747.0
HAJARMACHI,1,747.0
PEINT,1,747.0
Nidadavole,1,744.0
kompally,1,744.0
"AHMEDABAD,",1,744.0
MADHUPUR,1,744.0
BANGALORE NORTH,1,744.0
KISHANGANj,1,744.0
"Neelakudi, Thiruvarur",1,744.0
LINGSUGUR,1,744.0
MADIKONDA,1,744.0
Ntpc DADRI,1,744.0
DOKMOKA,1,744.0
NANDURA,1,744.0
"Thenhipalam, Malappuram",1,744.0
NELLIKUPPAM,1,744.0
PEBBAIR,1,744.0
"AMBARNATH, West",1,744.0
ALAMCODE MALAPPURAM DISTRICT,1,744.0
VIJAPUR,1,744.0
Bathery,1,744.0
"Edappally, Ernakulam",1,744.0
"NANNAMBRA,( po)",1,744.0
District Pune,1,744.0
Srivilliputtur,1,744.0
Raichur-584101,1,744.0
Kaliachak ; golapgonj,1,744.0
RAYAGIRI,1,744.0
GUWAHATIGuwahati,1,744.0
YOL,1,744.0
Sangareddy District,1,744.0
Samayapuram,1,744.0
BISHNUPUR,1,744.0
THONDI,1,744.0
"Elakamon, VARKALA",1,744.0
Endada/vishaka patnam,1,744.0
Dombvli West,1,744.0
JEYPORE,2,743.0
Opposite Air Force Station,1,743.0
City & Mandal : KORATLA ;(District: Jagtial Dist.),1,743.0
Girinagar 4th phase,1,743.0
Nadakuduru,1,743.0
KHEKADA,1,743.0
SARANGA,2,743.0
BENGALORE,1,743.0
DEBIPUR,2,742.0
NIT FARIDABAD,1,741.0
south goa,2,741.0
PASAN,1,741.0
BALIA,1,741.0
KOTTAKAL,2,740.1
VITA,2,740.0
Carmona,1,737.0
DEVANUR,1,737.0
SANPARA,1,737.0
PUSAUR,2,736.05
WARANGAL RURAL,1,736.0
"HONNALI , Davangere",1,736.0
Chikkamangalore,1,736.0
CHENNAIChennai,2,736.0
Mahadeopur,1,736.0
Pedapalli,1,736.0
Chengannur Alapuzha,1,736.0
Madathukulam po,1,736.0
Kowkoor,1,736.0
RAMGARH CANTONMENT,1,736.0
Kottapuram po,1,736.0
BADLAPUR EAST,1,736.0
Batika,1,736.0
yavatmal,1,735.0
Lakhimpur Kheri,1,735.0
Lucknown,1,735.0
"BADLAPUR, Mumbai",1,735.0
Aspur,1,735.0
Attur,1,735.0
KIZHUVALAM KOONTHALLOOR,1,735.0
KUNNATHUNAD.,1,735.0
Adipur,1,735.0
Parvathipuram,1,735.0
Nooranad,1,735.0
Kochin,1,735.0
Kumardhubhi,1,735.0
Rahuri factory,1,735.0
moshi,1,735.0
MURMADI,1,735.0
Madgoan,1,735.0
SAGALEE,1,735.0
"S n puram , Thrissur district",1,735.0
Palarivattom,1,735.0
KRISHNARAJANAGARA,1,735.0
Ambur,1,735.0
P. O. Cherpu,1,735.0
curchorem,1,735.0
"chakrata road, DEHRADUN",1,735.0
KALLADAIKURICHI,1,735.0
SHAKTI NAGAR NTPC TOWNSHIP,1,735.0
KEEZHKULAM,1,735.0
KANJIRAMKULAM,1,735.0
PUNE 48,1,735.0
KOORAIKUNDU,1,735.0
SECUNDERABAD-25,1,735.0
Amballur,1,735.0
SARANGPUR,1,735.0
BADLAPUR (W),1,735.0
South-West Delhi,1,735.0
Morazha,1,735.0
"Gangtok, EAST SIKKIM",1,735.0
Sikandra,1,735.0
"Yelahanka 64,BENGALURU",1,735.0
YELLANUR ROAD TADPATRI,1,735.0
Melmanavoor,1,735.0
Mannancherry,1,735.0
Nawada,1,735.0
"Maniyankuzhi, Kanyakumari",1,735.0
Joda,1,735.0
Janjgir champa,1,735.0
"BUTIBORI MIDC,",1,735.0
BEED,1,735.0
Sheopur,1,735.0
Gr. NOIDA,1,735.0
Mukkam,1,735.0
TALIPADY,2,735.0
Moodubelle,1,735.0
Banagalore,1,735.0
Vaduthala,1,735.0
Nagpur city,1,735.0
Ernakulam (DT),1,735.0
Falkawn,1,735.0
"Ernakulam,Aluva",1,735.0
Eranholi,1,735.0
Edappally North,1,735.0
"CHITTETHUKARA, KAKKANAD,COCHIN",1,735.0
NAGALAPURAM,1,735.0
Deesa,1,735.0
District Petlad 388160,1,735.0
N.paravoor,1,735.0
NAGAMANGALA,1,735.0
VIRAR (West),1,735.0
NTPC BARH TOWNSHIP,1,735.0
"Tal. Shahapur, Dist. Thane",1,735.0
TIRUCHIRAPPALLI - 620102,1,735.0
PERAMANGALAM,1,735.0
"Thiruvottiyur,chennai",1,735.0
DARJILING,1,735.0
DHARWAD - 580003.,1,735.0
Thiruvananthpuram,1,735.0
TIMIRI,1,735.0
Dombivli (WEST),1,735.0
UMARKHED,1,735.0
"Chembur, Mumbai",1,735.0
Cherukolpuzha,1,735.0
Chitradurga,1,735.0
Tottakkattukara Aluva,1,735.0
ADITYAPUR,1,735.0
AMBARNATH (East),1,735.0
ALAPPUZHA harippad,1,735.0
Dabbaspet,1,734.29
"Kathiatoli,Nagaon",1,734.29
Wada,1,734.29
KHARORA,1,734.29
Perumbaikad,1,734.29
KINATHUKADAVU,2,734.0
dharwad,2,733.0
ROHA MIDC,2,732.0
Dombivali E,1,730.0
"Sardarshahar, churu",1,730.0
NAWABGANJ GONDA DISTRICT,1,730.0
Chitrada village,1,730.0
DOMBIVLI EAST  THANE,1,729.0
DIST. BOKARO,1,729.0
Kavali,1,729.0
RATIA,1,729.0
Bharsingi,1,729.0
Kanumolu,1,729.0
Dapodi Pimpri chinchwad pune,1,729.0
CHANDURBAZAR,1,729.0
Kuruli,1,729.0
Beed,1,729.0
"Pennukkara,Chengannur,Alappuzha",2,729.0
KALPI,1,729.0
BARAMKELA,1,729.0
Baghpat (250601),1,729.0
Azheekal Telephone exchange,1,729.0
"KHARAR, Distt : Mohali",1,729.0
"YAPRAL, SECUNDERABAD",1,729.0
KATAIYA,1,729.0
BENGALURU 560062,1,729.0
KURKHEDA,1,729.0
MANENDRAGARH,1,729.0
KAMORTA,1,729.0
"Nagercoil-4, 629004",1,728.0
"Kottaram, Kanyakumari",2,728.0
Ponduru,1,728.0
"Kedareswara pet ,  vijayawada",2,728.0
NOIDA Gautam Buddha Nagar,1,728.0
KALLELIBHAGOM,1,727.0
Rajarhat Gopalpur,1,727.0
"Bandra West, Mumbai",1,726.0
Hathras,1,726.0
Likabali,1,726.0
Amtady,1,725.0
"Balipatna, Khurda",1,725.0
"KOZHENCHERY, pathanamthitta",1,725.0
Miyapur HYDERABAD,1,725.0
Sitarampur,1,725.0
Anupuram,1,725.0
THANE ( Mira Bhayander),1,725.0
PANDARIA kabirdham,1,725.0
Godavarikhani,1,725.0
karad,1,725.0
"HYDERABAD, shamshabad",1,725.0
PUNNAYUR,1,725.0
Pakwara,1,725.0
I POLAVARAM,1,725.0
AYYAMPALAYAM,1,725.0
MANJLEGAON,1,725.0
MADATHUKULAM,1,725.0
ATHNI,1,725.0
ARANTHANGI,1,725.0
"Ilayangudi, Sivagangai",1,725.0
BENGALURU 562125,2,725.0
"Haldia, Purba Medinipur",1,725.0
ICHAPUR,1,725.0
KOLKATAkolkata,1,725.0
haryana,2,725.0
Nelluvai,1,725.0
New barrackpore,1,725.0
DENDULURU,1,725.0
RURA,1,725.0
CHHUTMALPUR,2,725.0
Kottuvally,1,725.0
"Ottapalam, Palakkad",1,725.0
Ochira,1,725.0
Tindivanam Villupuram district,1,725.0
Tripunitra,1,725.0
Aheri,1,725.0
District Kamareddy,1,725.0
"EDATHIRUTHY,THRISSUR",1,725.0
Kalady,1,725.0
NALANDA,1,725.0
Bhayandar (West),1,725.0
Shamlaji,1,725.0
Thrikakkara,1,725.0
"PERUMBAVOOR,Maruthukavala",1,725.0
modinagar,1,725.0
Vijay Pore,1,724.76
"Kenwad, Malegaon jahagir",2,724.0
BANBASA,2,724.0
VENGANOOR,1,724.0
ramgarh,1,722.86
DHARAPADAVEDU,1,722.86
"Alandi, Pune",1,721.0
"TIRUPATHUR , tirupattur district",2,721.0
TIKABALI,1,721.0
nereducharla,1,721.0
RAVER,1,721.0
Channgiri,1,721.0
MULKY,1,721.0
Kolkata-700064,1,721.0
ATREYAPURAM,1,721.0
AGRA 282005,1,721.0
BANSDIH,1,721.0
MUMBAI- 400054,1,721.0
PULLA,1,721.0
KAkkanad,1,721.0
MATHURAPUR,1,721.0
GUNTURGuntur,1,721.0
GOSSAIGAON,1,721.0
"PUDUPAKKAM VILLAGE, SIRUSERI",1,721.0
BUTTAYAGUDEM,1,721.0
Bangalore north,1,721.0
KUNDLI TDI CITY KINGSBURY,1,721.0
Sultan Bathery,1,721.0
Kalavoor,1,721.0
MANJHANA,1,721.0
Parner,1,721.0
MUMBAI (E),2,720.0
Pomburpa,1,720.0
Thrisur,2,718.48
MUMBAI-400066,1,718.0
Park city,1,717.0
Alandi pune,1,716.0
PIPARIYA dist. Hoshangabad,1,715.0
"Bhagya nagar,9916015445,Koppal",1,715.0
CHENAi,1,715.0
Vadakkencherry,1,715.0
Mumbai no. 400053,1,715.0
Markapur,1,715.0
tirur malappuram,2,715.0
huzurabad,1,715.0
Imphal East,2,711.0
VISAKHAPATNAm,2,710.0
Nani DAMAN,2,710.0
NARGUND,2,709.62
KHETRI,1,709.0
"Shela, Ahmedabad",1,709.0
Udgir,1,709.0
Kawai,1,709.0
Kolkata 56,1,709.0
Purba Medinipur,1,709.0
Vadakankulam,1,708.57
Mmbai,2,706.0
Konavattam,2,706.0
Ambattur,2,705.0
Thimmarayagowda layout Banashankari 3rd statge,2,704.0
"Betim,  bardez",1,702.0
Rayya,1,702.0
pudupakkam,1,702.0
Goura,1,702.0
ARVI,1,702.0
NALLAPADU,1,701.9
KHACHAROD,2,701.0
"Salkia, Howrah",1,700.95
TOLA MANSARAUT,1,700.95
HIRAPUR,1,700.0
MELli,1,700.0
Jairampur,1,700.0
KHAN SAHIB,1,700.0
NARPALA,2,700.0
VILAPPILSALA,2,700.0
"Kalyanpur,lucknow",2,700.0
ERNAKULAM District,1,700.0
"Mulugupally, Kataram",2,700.0
JOGINDARNAGAR,1,700.0
Waidhan,1,699.0
PALURGADA,1,699.0
kalanad post. melparamba kasaragod,1,699.0
Ichapur Maniktala,1,699.0
SATHANKULAM,1,699.0
"Barang, Dadhapatna",1,699.0
Noida sector 76,1,699.0
EDAKKODE,1,699.0
"Tadepalli Mandal,Guntur District",1,699.0
Bhattanagar .liluah .Howrah,1,699.0
BARRACKPOR,1,699.0
FAzilka,1,699.0
KURSEONG -734204,1,699.0
TEZPUR Chandmari,1,699.0
"Vallabh Vidyanagar, ANAND",1,699.0
Taluka KALYAN District Thane,1,699.0
NAINI INDUSTRIAL AREA,1,699.0
MUMBAI.,1,699.0
ANAIMALAI,1,699.0
Nizar (bardoli),1,699.0
6th mile tadong,1,698.0
RANAPUR,1,698.0
BENGALURU - 560008,1,698.0
Pitampura,2,698.0
"Velsao,cansaulim",1,698.0
"Annamanada,Trissur",1,698.0
KUNIGAL,1,698.0
KULLUKullu,1,698.0
mayurbhanja,1,698.0
Chickaballpur,1,698.0
Cherial,1,698.0
KALNA,1,698.0
KANNOD,1,698.0
Rupra Road,1,696.0
Adra,1,696.0
Talegaon dhamdhere bazaarmaidaan,1,696.0
THANE(W),1,696.0
Doddaballapura,1,696.0
RAYA,1,696.0
"ALTO PORVORIM,",1,696.0
Chikamagulur district,1,696.0
RAIBARELI,1,696.0
Tiruchendur,1,696.0
VALVAITHANKOSHTAM,1,696.0
CHINCHOLI MIDC,1,696.0
Kumta,1,696.0
Vasai-Virar,1,696.0
Saila  khurd,1,696.0
"Guwahati, Maligaon",1,696.0
"Mahavir Enclave,delhi",1,696.0
Sonebhadra,1,696.0
kunnamkulam,1,696.0
Sulakkarai medu,1,696.0
"KONDUR, CUDDALORE",1,696.0
KOLKATA South 24 paragana,1,696.0
Moran,1,696.0
Jetpur gujarat,1,696.0
Maurawan road lucknow,1,696.0
Halishar,1,696.0
Nelamangala bangaluru,1,696.0
Puthenchira,1,696.0
NEW DELHInew delhi,1,696.0
MANSURPUR,1,696.0
SAMPLA,1,695.24
MUDALGI,1,694.29
DODDABALLAPURA APPAREL PARK,2,694.0
KEELAMANJAKUDI,1,693.0
Gautam buddha nagar,1,693.0
SANKARI(T.K),1,693.0
Koppam,1,693.0
GREATER FARIDABAD,1,693.0
puthanathani,1,693.0
NEW DELHI (NORTH),1,693.0
PITHAMPUR INDUSTRIAL HUB,1,692.0
munger,1,692.0
HARVEYPATTI,1,692.0
New usmanpur 1 pusta,1,692.0
"Palarivattom, ERNAKULAM",1,692.0
Baguihati,1,692.0
SIDCO INDUSTRIAL ESTATE KITTUR BELAGAVI,1,692.0
PEDAPARUPUDI,1,692.0
Ryali,1,691.43
CHANDIGARHChandigarh,2,691.0
ORDNANCE FACTORY BHADRAVATI TOWNSHIP,2,691.0
Pothavaram,1,690.48
NANDEJ,1,690.48
"MALVIYA NAGAR,NEW DELHI",1,690.0
"Parvathynagar, Old Perungalathore",1,690.0
"Chalakkal,Aluva",1,690.0
"Deccan , Pune",1,690.0
TITWALA EAST,1,690.0
RAJASUNAKHALA,1,690.0
AMLAI,1,690.0
shivpuri,1,690.0
Bengoloor,1,690.0
Arsikere,1,690.0
KOTTAYAM district,1,690.0
Manesar pachgaon,1,690.0
dombivali,1,690.0
"KANDIVALI (E), MUMBAI",1,690.0
Laukaha,1,690.0
MEMARI,1,690.0
KOTULPUR,1,690.0
THANE EAST,2,690.0
METTUR DAM,2,689.0
"ALUVA, ERNAKULAM DIST",1,689.0
Mumbai 400053,1,688.0
Bisalpur,1,688.0
Delhi -86,1,688.0
ANPARA,1,688.0
Ambernath [e] DISTRICT AMBERNATH,1,688.0
azamgarh,1,688.0
Dombivli (E) Dist.Thane,1,688.0
BANDOAN,1,686.67
Rahatani,1,686.67
Kothapeta,1,685.0
Kuruppapady (Via),1,685.0
tiruvannamalai,1,685.0
MUMBAI 40092,1,685.0
garhshankar,1,685.0
SECUNDERABAD 500003,1,685.0
"KOTDWAR, Distt. PAURI GARHWAL",1,685.0
NUAPATNA,1,685.0
"Bhubaneshwar, Odisha",1,685.0
VERAVAL,1,685.0
SUKDAL,1,685.0
KARARI,1,685.0
Dombivali ( East),1,685.0
NILANGA,1,685.0
KAMPUR TOWN,1,684.0
MIRA ROAD EAST,2,684.0
FATEHGANJ PASHCHIMI,1,684.0
Greater noida West,1,684.0
Bihta Patna District,1,684.0
RENGALI,1,684.0
Tamia,1,684.0
Thonnakkal,1,683.81
BENGALURu,1,683.0
Khoardanga,1,683.0
DIRBA,1,682.0
DHANDHUKA,2,681.0
unai,2,681.0
Bagaha,1,680.95
Sahibganj,1,680.0
"At post Unai,ta vansda di navsari",1,680.0
KANJIKODE,1,680.0
Pimpri - Chinchwad,1,680.0
"Vadavali, Naigaon, Vasai",1,680.0
NOWSHEHRA,1,680.0
"karimnagar,",2,678.0
SANAUR,2,677.0
Swarupnagar PS,1,677.0
WADHWAN,1,677.0
Moolavaikkal,2,673.5699999999999
CURTORIM,2,672.0
Vellayani Po.,1,672.0
Lalganj,1,672.0
Bibinagar hyderabad,1,672.0
Burari,2,672.0
"Mala,Thrissur",1,671.0
MYSURUMysore,1,671.0
KHANDALA,1,671.0
NAGLA,1,671.0
Udaiyalur,2,669.0
PERAMBAKKAM,2,669.0
Ledo,1,668.0
Ashoknagar,1,668.0
Salipur,2,667.76
Perintalmanna,1,666.0
MALBAZAR,1,666.0
Purbo Medinepur,1,666.0
JOBAT,1,666.0
MADANGAD,1,666.0
HUTMURA,1,666.0
"BENGALURU,",1,666.0
Saran,1,666.0
BYADGI,1,666.0
BUHANA,1,666.0
BIJAPUR,1,666.0
Kanchrapara,1,666.0
Kanhan,1,666.0
THANE-(W),1,666.0
"Kalapatti, Coimbatore",1,666.0
Machilipatnam,1,666.0
KYMORE,1,666.0
Kadur,1,666.0
GOURDANDA,2,666.0
Mudigere,1,666.0
Vagra,1,666.0
Beawer,1,666.0
Mayiladuthurai,1,666.0
Sriperumbudur,1,666.0
dumka,1,666.0
korba,1,666.0
"Kasheli, Taluka Bhiwandi, District Thane",1,666.0
Kolar Gold field - KGF,1,666.0
DUDHNAI,1,666.0
DUNGARGARH,1,666.0
DICARPALI - NAVELIM,1,666.0
VIRAR east,1,666.0
Ambegaon,1,666.0
PEYAD,1,666.0
"NALA ROAD, PATNA",1,666.0
Ramgarh Cantonment township,1,666.0
"Chitpadi, Udupi",1,666.0
Thrissur [No need to call me].,1,666.0
DAMUA,1,666.0
VASAI (E),2,666.0
Chikkbalapura,1,666.0
ANUPGARH,1,666.0
Choglamsar,1,666.0
"Kharghar,",2,665.6700000000001
aluva,2,665.3299999999999
SONITPUR,1,665.0
Kadapra Niranam,1,665.0
Kalayn,1,665.0
paravoor,1,665.0
"VASHI, NAVI MUMBAI",1,665.0
singrauli,1,665.0
CHARHI,1,665.0
Parra,1,665.0
ROHTAK 124001,1,665.0
Barahat,1,665.0
Kazhakoottam THIRUVANANTHAPURAM DISTRICT,1,665.0
"GUWAHATI,",1,665.0
PADAMPUR,1,665.0
UMRETH,1,665.0
Dharmaj,1,665.0
LAKHERI,1,665.0
BONGAIGAON IOCL TOWNSHIP,1,665.0
Mira Road East,1,665.0
Etmadpur,1,664.76
"Hanamkonda, WARANGAL. Mobile- 7661968333",1,664.0
"Uppal, Hyderabad,",1,664.0
Chamoli,1,664.0
"CHANDANAGAR, HYDERABAD",2,664.0
CHIPURUPALLE.  Vizianagaram dist,1,664.0
GARHAKOTA,1,664.0
CHAMPUA,1,664.0
"BHAKALI, Rewari",1,663.0
Nagarbasti,1,662.86
BIGHAPUR,1,662.86
PALI HARDOI DISTRICT,1,662.86
BHILAI Charoda,1,662.86
UPPALAGUPTAM,1,662.86
Kechery,1,662.86
rajar hat,1,662.86
SANDI,1,662.0
KARUMATHAMPATTI,2,662.0
Mulakalapally,2,661.0
"POLLACHI, COIMBATORE",1,660.0
Firozpur cantt,1,660.0
"Hadapsar, pune",1,660.0
KALYAN-DOMBIVLI,1,660.0
North Guwahati,2,660.0
Kazhakuttom. Thiruvananthapuram,2,660.0
SANTHAMAGULURU MANDAL,1,660.0
